studyName	Date GMT	Event Number	Station Name	Depth (m)	Abundance	Thymidine Incorp. (pmol/L/hr)	Leucine Incorp. (pmol/L/hr)
PAL0910	11/9/2009		E	10	187000000	0.34	3.62
PAL0910	11/9/2009		E	0	186000000	0.37	4.56
PAL0910	11/9/2009		B	50	187000000	0.32	4.28
PAL0910	11/9/2009		B	25	132000000	0.43	4.36
PAL0910	11/9/2009		B	10	162000000	0.8	4.03
PAL0910	11/9/2009		B	0	150000000	0.31	4.54
PAL0910	11/11/2009		E	50	191000000	0.08	2
PAL0910	11/11/2009		E	25	195000000	0.12	3.46
PAL0910	11/11/2009		E	10	199000000	0.14	3.13
PAL0910	11/11/2009		E	0	192000000	0.08	2.14
PAL0910	11/11/2009		B	50	183000000	0.11	1.56
PAL0910	11/11/2009		B	25	209000000	0.13	3.83
PAL0910	11/11/2009		B	10	144000000	0.25	3.3
PAL0910	11/11/2009		B	0	159000000	0.1	1.64
PAL0910	11/16/2009		E	50	165000000	0.07	2.46
PAL0910	11/16/2009		E	25	228000000	0.22	4.88
PAL0910	11/16/2009		E	10	212000000	0.4	7.2
PAL0910	11/16/2009		E	0	210000000	0.38	6.71
PAL0910	11/16/2009		B	50	209000000	0.06	2.04
PAL0910	11/16/2009		B	25	217000000	0.37	6.71
PAL0910	11/16/2009		B	10	218000000	0.51	6
PAL0910	11/16/2009		B	0	185000000	0.32	5.4
PAL0910	11/18/2009		E	50	173000000	1.15	5.29
PAL0910	11/18/2009		E	25	196000000	0.44	13.33
PAL0910	11/18/2009		E	10	201000000	0.69	14.3
PAL0910	11/18/2009		E	0	201000000	0.64	13.1
PAL0910	11/18/2009		B	50	204000000	0.6	4.25
PAL0910	11/18/2009		B	25	218000000	0.4	9.5
PAL0910	11/18/2009		B	10	212000000	0.59	10.8
PAL0910	11/18/2009		B	0	221000000	0.93	12.43
PAL0910	11/23/2009		E	50	240000000	0.44	8.45
PAL0910	11/23/2009		E	25	240000000	0.53	11.53
PAL0910	11/23/2009		E	10	194000000	0.26	6.17
PAL0910	11/23/2009		E	0	215000000	0.58	9.25
PAL0910	11/23/2009		B	50	274000000	0.51	7.59
PAL0910	11/23/2009		B	25	292000000	1.02	14.89
PAL0910	11/23/2009		B	10	245000000	1.16	12.3
PAL0910	11/23/2009		B	0	340000000	1.77	14.39
PAL0910	11/25/2009		E	50	222000000	0.76	7.55
PAL0910	11/25/2009		E	25	198000000	1.13	10.86
PAL0910	11/25/2009		E	10	197000000	1.29	12.39
PAL0910	11/25/2009		E	0	183000000	1.85	11.65
PAL0910	11/25/2009		B	50	234000000	0.65	6.12
PAL0910	11/25/2009		B	25	290000000	1.92	21.94
PAL0910	11/25/2009		B	10	269000000	1.42	20.21
PAL0910	11/25/2009		B	0	281000000	0.96	18.51
PAL0910	11/30/2009		E	50	219000000	0.13	2.83
PAL0910	11/30/2009		E	25	181000000	0.33	9.03
PAL0910	11/30/2009		E	10	185000000	0.55	12.16
PAL0910	11/30/2009		E	0	148000000	0.4	10.01
PAL0910	11/30/2009		B	50	160000000	0.52	6.9
PAL0910	11/30/2009		B	25	200000000	0.64	12.22
PAL0910	11/30/2009		B	10	175000000	0.94	14.39
PAL0910	11/30/2009		B	0	173000000	0.72	12.04
PAL0910	12/3/2009		E	50	197000000	0.09	4.12
PAL0910	12/3/2009		E	25	187000000	0.43	9.55
PAL0910	12/3/2009		E	10	171000000	0.48	10.47
PAL0910	12/3/2009		E	0	182000000	0.32	9.59
PAL0910	12/3/2009		B	50	235000000	0.55	6.68
PAL0910	12/3/2009		B	25	193000000	0.78	15.4
PAL0910	12/3/2009		B	10	178000000	1.27	14.3
PAL0910	12/3/2009		B	0	204000000	0.73	9.06
PAL0910	12/7/2009		E	50	236000000	0.37	8.08
PAL0910	12/7/2009		E	25	202000000	0.66	12.09
PAL0910	12/7/2009		E	10	172000000	0.56	10.29
PAL0910	12/7/2009		E	0	193000000	0.27	5.75
PAL0910	12/7/2009		B	50	280000000	0.63	5.78
PAL0910	12/7/2009		B	25	260000000	1.14	13.22
PAL0910	12/7/2009		B	10	198000000	0.85	11.15
PAL0910	12/7/2009		B	0	246000000	0.76	16.06
PAL0910	12/10/2009		E	50	218000000	0.09	0.16
PAL0910	12/10/2009		E	25	190000000	0.18	4.37
PAL0910	12/10/2009		E	10	211000000	0.39	7.94
PAL0910	12/10/2009		E	0	232000000	0.16	6.76
PAL0910	12/10/2009		B	50	358000000	0.39	6.33
PAL0910	12/10/2009		B	25	204000000	0.56	9.82
PAL0910	12/10/2009		B	10	171000000	0.57	8.4
PAL0910	12/10/2009		B	0	160000000	0.47	9.19
PAL0910	12/14/2009		B	50	275000000	0.43	6.41
PAL0910	12/14/2009		B	25	216000000	0.69	9.22
PAL0910	12/14/2009		B	10	186000000	0.66	10.39
PAL0910	12/14/2009		B	0	187000000	0.71	11.66
PAL0910	12/14/2009		E	50	303000000	0.41	5.67
PAL0910	12/14/2009		E	25	255000000	0.61	7.66
PAL0910	12/14/2009		E	10	185000000	0.67	10.6
PAL0910	12/14/2009		E	0	202000000	0.36	9.4
PAL0910	12/17/2009		E	50	253000000	0.54	9.35
PAL0910	12/17/2009		E	25	259000000	0.98	12.67
PAL0910	12/17/2009		E	10	249000000	0.87	13.25
PAL0910	12/17/2009		E	0	240000000	0.52	11.23
PAL0910	12/17/2009		B	50	275000000	0.96	12.1
PAL0910	12/17/2009		B	25	249000000	1.05	12.62
PAL0910	12/17/2009		B	10	257000000	1.32	14.02
PAL0910	12/17/2009		B	0	263000000	0.93	14.43
PAL0910	12/21/2009		E	50	282000000	0.12	5.27
PAL0910	12/21/2009		E	25	279000000	0.38	11.99
PAL0910	12/21/2009		E	10	272000000	0.5	13.53
PAL0910	12/21/2009		E	0	274000000	0.47	12.3
PAL0910	12/21/2009		B	50	313000000	1.11	13.73
PAL0910	12/21/2009		B	25	313000000	0.64	13.37
PAL0910	12/21/2009		B	10	303000000	0.86	15.4
PAL0910	12/21/2009		B	0	328000000	0.59	17.88
PAL0910	12/24/2009		E	50	293000000	0.34	9.68
PAL0910	12/24/2009		E	25	316000000	1.23	25.23
PAL0910	12/24/2009		E	10	346000000	1.66	23.01
PAL0910	12/24/2009		E	0	366000000	1.08	22.21
PAL0910	12/24/2009		B	50	391000000	1.01	16.23
PAL0910	12/24/2009		B	25	333000000	0.92	21
PAL0910	12/24/2009		B	10	354000000	1.14	20.03
PAL0910	12/24/2009		B	0	354000000	1.27	21.01
PAL0910	12/28/2009		E	50	394000000	1.01	18.24
PAL0910	12/28/2009		E	25	469000000	1.22	24.14
PAL0910	12/28/2009		E	10	451000000	1.49	25.29
PAL0910	12/28/2009		E	0	487000000	1.56	32.52
PAL0910	12/28/2009		B	50	425000000	1.38	21.79
PAL0910	12/28/2009		B	25	440000000	1.44	31.58
PAL0910	12/28/2009		B	10	436000000	2.45	33.87
PAL0910	12/28/2009		B	0	382000000	2.61	38.1
PAL0910	12/31/2009		E	50	450000000	0.47	11.32
PAL0910	12/31/2009		E	25	608000000	1.1	27.85
PAL0910	12/31/2009		E	10	657000000	1.28	36.21
PAL0910	12/31/2009		E	0	653000000	0.89	32.53
PAL0910	12/31/2009		B	50	519000000	0.9	19.49
PAL0910	12/31/2009		B	25	579000000	1.85	29.29
PAL0910	12/31/2009		B	10	538000000	2.26	38.77
PAL0910	12/31/2009		B	0	659000000	3.15	61.92
PAL0910	1/7/2010		E	50	432000000	0.45	8.59
PAL0910	1/7/2010		E	25	472000000	0.69	22.73
PAL0910	1/7/2010		E	10	414000000	0.45	19.44
PAL0910	1/7/2010		E	0	431000000	0.12	17.88
PAL0910	1/7/2010		B	50	467000000	1.08	10.54
PAL0910	1/7/2010		B	25	519000000	1.21	29.52
PAL0910	1/7/2010		B	10	474000000	0.89	28.7
PAL0910	1/7/2010		B	0	502000000	0.28	10.29
PAL0910	1/11/2010		E	50	373000000	0.37	10.47
PAL0910	1/11/2010		E	25	333000000	0.63	21.34
PAL0910	1/11/2010		E	10	384000000	1.92	64.49
PAL0910	1/11/2010		E	0	482000000	0.52	42.43
PAL0910	1/11/2010		B	50	414000000	0.53	9.94
PAL0910	1/11/2010		B	25	452000000	1.11	32.33
PAL0910	1/11/2010		B	10	352000000	2.42	53.2
PAL0910	1/11/2010		B	0	345000000	0.85	56.14
PAL0910	1/15/2010		E	50	296000000	1.14	19.38
PAL0910	1/15/2010		E	25	263000000	1.35	28.37
PAL0910	1/15/2010		E	10	312000000	1.24	25.75
PAL0910	1/15/2010		E	0	303000000	0.81	22.12
PAL0910	1/15/2010		B	50	331000000	0.89	10.71
PAL0910	1/15/2010		B	25	301000000	0.94	12.83
PAL0910	1/15/2010		B	10	263000000	1.29	23.46
PAL0910	1/15/2010		B	0	297000000	1.02	22.57
PAL0910	1/18/2010		E	50	208000000	0.74	11.08
PAL0910	1/18/2010		E	25	168000000	0.71	11.96
PAL0910	1/18/2010		E	10	191000000	0.53	14.14
PAL0910	1/18/2010		E	0	205000000	0.32	13.38
PAL0910	1/18/2010		B	50	238000000	0.56	11.18
PAL0910	1/18/2010		B	25	205000000	0.7	14.36
PAL0910	1/18/2010		B	10	254000000	0.83	14.42
PAL0910	1/18/2010		B	0	257000000	0.89	28.69
PAL0910	1/21/2010		E	50	211000000	0.57	17.72
PAL0910	1/21/2010		E	25	206000000	0.98	22.28
PAL0910	1/21/2010		E	10	214000000	0.93	23.82
PAL0910	1/21/2010		E	0	253000000	0.67	35.62
PAL0910	1/21/2010		B	50	219000000	0.79	13.29
PAL0910	1/21/2010		B	25	223000000	1.03	18.81
PAL0910	1/21/2010		B	10	253000000	0.82	24.57
PAL0910	1/21/2010		B	0	282000000	1.06	41.79
PAL0910	1/25/2010		E	50	285000000	0.53	9.34
PAL0910	1/25/2010		E	25	289000000	0.72	16.59
PAL0910	1/25/2010		E	10	278000000	0.78	23.06
PAL0910	1/25/2010		E	0	263000000	0.35	16.72
PAL0910	1/25/2010		B	50	267000000	1.23	19.12
PAL0910	1/25/2010		B	25	413000000	2.37	36.2
PAL0910	1/25/2010		B	10	419000000	3.02	75.01
PAL0910	1/25/2010		B	0	447000000	3.06	41.79
PAL0910	1/28/2010		E	50	245000000	0.79	8.84
PAL0910	1/28/2010		E	25	297000000	0.75	18.63
PAL0910	1/28/2010		E	10	299000000	0.45	17.46
PAL0910	1/28/2010		E	0	273000000	0.17	13.42
PAL0910	2/1/2010		E	50	389000000	0.85	10.2
PAL0910	2/1/2010		E	25	389000000	0.7	11.09
PAL0910	2/1/2010		E	10	470000000	1.15	32.26
PAL0910	2/1/2010		E	0	749000000	0.62	55.77
PAL0910	2/1/2010		B	50	411000000	0.57	14.17
PAL0910	2/1/2010		B	25	475000000	1.16	19.45
PAL0910	2/1/2010		B	10	636000000	1.95	48.1
PAL0910	2/1/2010		B	0	1480000000	2.59	120.64
PAL0910	2/5/2010		E	50	423000000	0.71	11.96
PAL0910	2/5/2010		E	25	518000000	1.06	12.27
PAL0910	2/5/2010		E	10	1480000000	2.64	57.37
PAL0910	2/5/2010		E	0	869000000	3.11	62.94
PAL0910	2/5/2010		B	50	448000000	0.58	12.1
PAL0910	2/5/2010		B	25	553000000	1.08	19.27
PAL0910	2/5/2010		B	10	1010000000	5.68	76.68
PAL0910	2/5/2010		B	0	1150000000	3.58	108.85
PAL0910	2/8/2010		E	50	584000000	0.57	18.37
PAL0910	2/8/2010		E	25	770000000	0.73	24.11
PAL0910	2/8/2010		E	10	798000000	0.64	20.42
PAL0910	2/8/2010		E	0	537000000	0.44	22.63
PAL0910	2/8/2010		B	50	510000000	0.5	17.08
PAL0910	2/8/2010		B	25	628000000	0.6	26.54
PAL0910	2/8/2010		B	10	548000000	0.66	23.78
PAL0910	2/8/2010		B	0	543000000	0.36	18.33
PAL0910	2/11/2010		E	50	465000000	0.74	11.28
PAL0910	2/11/2010		E	25	521000000	0.99	14.11
PAL0910	2/11/2010		E	10	536000000	1.13	13.21
PAL0910	2/11/2010		E	0	583000000	0.51	13.38
PAL0910	2/11/2010		B	50	360000000	0.62	7.75
PAL0910	2/11/2010		B	25	472000000	0.58	10.92
PAL0910	2/11/2010		B	10	514000000	0.84	14.48
PAL0910	2/11/2010		B	0	441000000	0.54	13.5
PAL0910	2/16/2010		E	50	276000000	0.17	4.2
PAL0910	2/16/2010		E	25	511000000	0.63	14.88
PAL0910	2/16/2010		E	10	448000000	0.62	19.23
PAL0910	2/16/2010		E	0	471000000	0.17	15.97
PAL0910	2/16/2010		B	50	333000000	0.35	7.32
PAL0910	2/16/2010		B	25	228000000	0.6	12.32
PAL0910	2/16/2010		B	10	525000000	0.67	16.17
PAL0910	2/16/2010		B	0	447000000	0.42	22.69
PAL0910	2/18/2010		E	50	307000000	0.28	7.29
PAL0910	2/18/2010		E	25	681000000	0.86	16.3
PAL0910	2/18/2010		E	10	585000000	0.55	20.82
PAL0910	2/18/2010		E	0	532000000	0.71	21.32
PAL0910	2/18/2010		B	50	498000000	0.33	7.98
PAL0910	2/18/2010		B	25	346000000	0.79	15.82
PAL0910	2/18/2010		B	10	517000000	1.16	24.59
PAL0910	2/18/2010		B	0	477000000	1.02	32.96
PAL0910	2/23/2010		E	50	659000000	0.25	8.33
PAL0910	2/23/2010		E	25	527000000	0.51	13.41
PAL0910	2/23/2010		E	10	508000000	0.48	15.57
PAL0910	2/23/2010		E	0	579000000	0.29	14.41
PAL0910	2/23/2010		B	50	623000000	0.56	10.83
PAL0910	2/23/2010		B	25	470000000	0.75	17.69
PAL0910	2/23/2010		B	10	469000000	1.12	24.13
PAL0910	2/23/2010		B	0	485000000	1.5	53.66
PAL0910	2/25/2010		E	50	401000000	0.24	5.72
PAL0910	2/25/2010		E	25	728000000	0.91	13.08
PAL0910	2/25/2010		E	10	610000000	0.84	16.26
PAL0910	2/25/2010		E	0	707000000	0.9	16.47
PAL0910	2/25/2010		B	50	668000000	0.68	9.41
PAL0910	2/25/2010		B	25	607000000	1.02	15.11
PAL0910	2/25/2010		B	10	620000000	1.85	29.59
PAL0910	2/25/2010		B	0	561000000	1.17	28.46
PAL0910	3/2/2010		E	50	356000000	0.34	5.08
PAL0910	3/2/2010		E	25	443000000	0.47	10.22
PAL0910	3/2/2010		E	10	666000000	1.61	24.83
PAL0910	3/2/2010		E	0	678000000	0.88	24.2
PAL0910	3/4/2010		B	50	624000000	0.4	9.37
PAL0910	3/4/2010		B	25	728000000	0.74	15.01
PAL0910	3/4/2010		B	10	681000000	1.21	20.99
PAL0910	3/4/2010		B	0	655000000	1	20.69
PAL0910	3/10/2010		E	50	579000000	0.33	11.98
PAL0910	3/10/2010		E	25	643000000	0.35	14.23
PAL0910	3/10/2010		E	5	672000000	0.62	17.85
PAL0910	3/10/2010		E	0	724000000	0.59	18.03
PAL0910	3/10/2010		B	50	647000000	0.51	10.53
PAL0910	3/10/2010		B	25	669000000	0.54	11.45
PAL0910	3/10/2010		B	10	610000000	0.89	18.46
PAL0910	3/10/2010		B	0	562000000	0.76	19.56
PAL0910	3/12/2010		E	50	744000000	0.45	11.71
PAL0910	3/12/2010		E	25	520000000	0.51	12.51
PAL0910	3/12/2010		E	10	698000000	0.77	17.42
PAL0910	3/12/2010		E	0	676000000	0.94	20.52
PAL0910	3/12/2010		B	50	614000000	0.62	9.58
PAL0910	3/12/2010		B	25	572000000	0.73	10.5
PAL0910	3/12/2010		B	10	607000000	1.01	15.14
PAL0910	3/12/2010		B	0	501000000	1.52	22.77
PAL1011	10/21/2010	7	B	0	256000000	-999	6.55
PAL1011	10/21/2010	7	B	10	285000000	-999	5.48
PAL1011	10/21/2010	7	B	20	290000000	-999	5.9
PAL1011	10/21/2010	7	B	50	275000000	-999	4.73
PAL1011	10/23/2010	11	E	0	243000000	-999	3.4
PAL1011	10/23/2010	11	E	10	236000000	-999	4.35
PAL1011	10/23/2010	11	E	20	209000000	-999	3.77
PAL1011	10/23/2010	11	E	50	254000000	-999	3.94
PAL1011	10/25/2010	14	E	0	188000000	-999	3.31
PAL1011	10/25/2010	14	E	10	204000000	-999	5.42
PAL1011	10/25/2010	14	E	20	275000000	-999	5.42
PAL1011	10/25/2010	14	E	50	263000000	-999	4.43
PAL1011	10/25/2010	17	B	0	273000000	-999	2.31
PAL1011	10/25/2010	17	B	10	311000000	-999	1.97
PAL1011	10/25/2010	17	B	20	341000000	-999	4.92
PAL1011	10/25/2010	17	B	50	278000000	-999	3.93
PAL1011	10/28/2010	22	E	0	247000000	-999	2.87
PAL1011	10/28/2010	22	E	10	221000000	-999	4.46
PAL1011	10/28/2010	22	E	20	224000000	-999	4.67
PAL1011	10/28/2010	22	E	50	228000000	-999	5.74
PAL1011	10/28/2010	24	B	0	248000000	-999	6.66
PAL1011	10/28/2010	24	B	10	249000000	-999	6.55
PAL1011	10/28/2010	24	B	20	317000000	-999	3.24
PAL1011	10/28/2010	24	B	50	256000000	-999	5.05
PAL1011	11/4/2010	32	E	0	355000000	-999	2.26
PAL1011	11/4/2010	32	E	5	347000000	-999	3.94
PAL1011	11/4/2010	32	E	10	338000000	-999	4.37
PAL1011	11/4/2010	32	E	20	182000000	-999	4.6
PAL1011	11/4/2010	32	E	35	432000000	-999	7.35
PAL1011	11/4/2010	32	E	50	395000000	-999	4.81
PAL1011	11/4/2010	32	E	65	321000000	-999	3.18
PAL1011	11/4/2010	34	B	0	388000000	-999	3.36
PAL1011	11/4/2010	34	B	5	389000000	-999	7.5
PAL1011	11/4/2010	34	B	10	255000000	-999	7.96
PAL1011	11/4/2010	34	B	20	391000000	-999	7.86
PAL1011	11/4/2010	34	B	30	343000000	-999	6.47
PAL1011	11/4/2010	34	B	40	377000000	-999	6.63
PAL1011	11/4/2010	34	B	50	61500000	-999	7.9
PAL1011	11/6/2010	36	B	0	410000000	-999	6.66
PAL1011	11/6/2010	36	B	5	392000000	-999	7.7
PAL1011	11/6/2010	36	B	10	395000000	-999	8.26
PAL1011	11/6/2010	36	B	20	412000000	-999	7.43
PAL1011	11/6/2010	36	B	35	405000000	-999	8.59
PAL1011	11/6/2010	36	B	50	404000000	-999	6
PAL1011	11/8/2010	43	E	0	312000000	-999	3.47
PAL1011	11/8/2010	43	E	5	310000000	-999	3.91
PAL1011	11/8/2010	43	E	10	304000000	-999	3.37
PAL1011	11/8/2010	43	E	20	311000000	-999	2.77
PAL1011	11/8/2010	43	E	35	333000000	-999	3.72
PAL1011	11/8/2010	43	E	50	33000000	-999	3.98
PAL1011	11/8/2010	43	E	65	429000000	-999	8.3
PAL1011	11/8/2010	46	B	0	529000000	-999	12.44
PAL1011	11/8/2010	46	B	5	443000000	-999	11.81
PAL1011	11/8/2010	46	B	10	446000000	-999	12.44
PAL1011	11/8/2010	46	B	20	448000000	-999	14.45
PAL1011	11/8/2010	46	B	30	386000000	-999	11.77
PAL1011	11/8/2010	46	B	40	448000000	-999	10.18
PAL1011	11/8/2010	46	B	50	420000000	-999	10.12
PAL1011	11/13/2010	53	B	0	345000000	-999	5.5
PAL1011	11/13/2010	53	B	5	359000000	-999	13.81
PAL1011	11/13/2010	53	B	10	607000000	-999	14.62
PAL1011	11/13/2010	53	B	20	346000000	-999	15.21
PAL1011	11/13/2010	53	B	30	344000000	-999	14.54
PAL1011	11/13/2010	53	B	40	347000000	-999	11.16
PAL1011	11/13/2010	53	B	50	292000000	-999	8.67
PAL1011	11/15/2010	56	E	0	306000000	-999	6.56
PAL1011	11/15/2010	56	E	5	370000000	-999	5.16
PAL1011	11/15/2010	56	E	10	348000000	-999	7.53
PAL1011	11/15/2010	56	E	20	298000000	-999	7.49
PAL1011	11/15/2010	56	E	35	317000000	-999	6.13
PAL1011	11/15/2010	56	E	50	271000000	-999	6.2
PAL1011	11/15/2010	56	E	65	206000000	-999	2.67
PAL1011	11/15/2010	59	B	0	478000000	-999	20.02
PAL1011	11/15/2010	59	B	5	399000000	-999	15.74
PAL1011	11/15/2010	59	B	10	392000000	-999	16.06
PAL1011	11/15/2010	59	B	20	390000000	-999	15.39
PAL1011	11/15/2010	59	B	30	390000000	-999	12.74
PAL1011	11/15/2010	59	B	40	338000000	-999	8.47
PAL1011	11/15/2010	59	B	50	293000000	-999	5.17
PAL1011	11/18/2010	68	E	0	346000000	-999	3.21
PAL1011	11/18/2010	68	E	5	327000000	-999	5.69
PAL1011	11/18/2010	68	E	10	316000000	-999	7.04
PAL1011	11/18/2010	68	E	20	312000000	-999	6.48
PAL1011	11/18/2010	68	E	35	334000000	-999	6.95
PAL1011	11/18/2010	68	E	50	435000000	-999	3.44
PAL1011	11/18/2010	68	E	65	254000000	-999	2.21
PAL1011	11/18/2010	70	B	0	458000000	-999	35.04
PAL1011	11/18/2010	70	B	5	436000000	-999	29.88
PAL1011	11/18/2010	70	B	10	375000000	-999	28.71
PAL1011	11/18/2010	70	B	20	371000000	-999	23.29
PAL1011	11/18/2010	70	B	30	475000000	-999	27.42
PAL1011	11/18/2010	70	B	40	448000000	-999	13.36
PAL1011	11/18/2010	70	B	50	306000000	-999	6.65
PAL1011	11/22/2010	77	E	0	382000000	-999	8.42
PAL1011	11/22/2010	77	E	5	354000000	-999	15.32
PAL1011	11/22/2010	77	E	10	347000000	-999	13.96
PAL1011	11/22/2010	77	E	20	365000000	-999	13.5
PAL1011	11/22/2010	77	E	35	354000000	-999	5.82
PAL1011	11/22/2010	77	E	50	242000000	-999	2.63
PAL1011	11/22/2010	77	E	65	221000000	-999	1.87
PAL1011	11/22/2010	79	B	0	400000000	-999	15.68
PAL1011	11/22/2010	79	B	5	429000000	-999	14.06
PAL1011	11/22/2010	79	B	10	407000000	-999	10.56
PAL1011	11/22/2010	79	B	20	406000000	-999	12.65
PAL1011	11/22/2010	79	B	30	408000000	-999	13.89
PAL1011	11/22/2010	79	B	40	364000000	-999	8.27
PAL1011	11/22/2010	79	B	50	330000000	-999	6.06
PAL1011	11/24/2010	90	E	0	370000000	-999	5.58
PAL1011	11/24/2010	90	E	5	219000000	-999	5.73
PAL1011	11/24/2010	90	E	10	333000000	-999	6.78
PAL1011	11/24/2010	90	E	20	331000000	-999	8.66
PAL1011	11/24/2010	90	E	35	382000000	-999	7.29
PAL1011	11/24/2010	90	E	50	-999	-999	5.1
PAL1011	11/24/2010	90	E	65	240000000	-999	3.17
PAL1011	11/24/2010	91	B	0	439000000	-999	9.42
PAL1011	11/24/2010	91	B	5	372000000	-999	12.37
PAL1011	11/24/2010	91	B	10	358000000	-999	11.57
PAL1011	11/24/2010	91	B	20	121000000	-999	13.44
PAL1011	11/24/2010	91	B	30	206000000	-999	6.92
PAL1011	11/24/2010	91	B	40	307000000	-999	6.98
PAL1011	11/24/2010	91	B	50	193000000	-999	2.85
PAL1011	11/29/2010	102	E	0	480000000	-999	11.6
PAL1011	11/29/2010	102	E	5	399000000	-999	15.63
PAL1011	11/29/2010	102	E	10	382000000	-999	20.33
PAL1011	11/29/2010	102	E	20	343000000	-999	14.1
PAL1011	11/29/2010	102	E	35	305000000	-999	11.55
PAL1011	11/29/2010	102	E	50	243000000	-999	4.87
PAL1011	11/29/2010	102	E	65	239000000	-999	0.75
PAL1011	11/29/2010	103	B	0	505000000	-999	54.69
PAL1011	11/29/2010	103	B	5	406000000	-999	48.77
PAL1011	11/29/2010	103	B	10	383000000	-999	14.95
PAL1011	11/29/2010	103	B	20	327000000	-999	12.58
PAL1011	11/29/2010	103	B	30	431000000	-999	8.08
PAL1011	11/29/2010	103	B	40	242000000	-999	3.2
PAL1011	11/29/2010	103	B	50	232000000	-999	3.11
PAL1011	12/2/2010	111	E	0	290000000	-999	7.17
PAL1011	12/2/2010	111	E	5	295000000	-999	8.48
PAL1011	12/2/2010	111	E	10	384000000	-999	11.13
PAL1011	12/2/2010	111	E	20	314000000	-999	11.39
PAL1011	12/2/2010	111	E	35	428000000	-999	12.5
PAL1011	12/2/2010	111	E	50	291000000	-999	10.2
PAL1011	12/2/2010	111	E	65	241000000	-999	5.03
PAL1011	12/2/2010	112	B	0	292000000	-999	12.42
PAL1011	12/2/2010	112	B	5	303000000	-999	12.47
PAL1011	12/2/2010	112	B	10	303000000	-999	10.87
PAL1011	12/2/2010	112	B	20	282000000	-999	11.11
PAL1011	12/2/2010	112	B	30	268000000	-999	12.43
PAL1011	12/2/2010	112	B	40	287000000	-999	14.14
PAL1011	12/2/2010	112	B	50	293000000	-999	10.82
PAL1011	12/6/2010	127	E	0	296000000	-999	20.77
PAL1011	12/6/2010	127	E	5	284000000	-999	20.52
PAL1011	12/6/2010	127	E	10	323000000	-999	36.05
PAL1011	12/6/2010	127	E	20	283000000	-999	20.04
PAL1011	12/6/2010	127	E	35	254000000	-999	10.22
PAL1011	12/6/2010	127	E	50	287000000	-999	9.43
PAL1011	12/6/2010	127	E	65	221000000	-999	3.91
PAL1011	12/6/2010	129	B	0	282000000	-999	19.59
PAL1011	12/6/2010	129	B	5	266000000	-999	24.46
PAL1011	12/6/2010	129	B	10	287000000	-999	29.21
PAL1011	12/6/2010	129	B	20	300000000	-999	29.79
PAL1011	12/6/2010	129	B	30	413000000	-999	40.61
PAL1011	12/6/2010	129	B	40	454000000	-999	39.09
PAL1011	12/6/2010	129	B	50	384000000	-999	12.04
PAL1011	12/9/2010	136	E	0	350000000	-999	10.78
PAL1011	12/9/2010	136	E	5	386000000	-999	21.83
PAL1011	12/9/2010	136	E	10	381000000	-999	21.62
PAL1011	12/9/2010	136	E	20	433000000	-999	48.83
PAL1011	12/9/2010	136	E	35	292000000	-999	64.09
PAL1011	12/9/2010	136	E	50	276000000	-999	46.66
PAL1011	12/9/2010	136	E	65	255000000	-999	46.31
PAL1011	12/9/2010	137	B	0	273000000	-999	39.72
PAL1011	12/9/2010	137	B	5	298000000	-999	50.54
PAL1011	12/9/2010	137	B	10	346000000	-999	60.57
PAL1011	12/9/2010	137	B	20	453000000	-999	39.25
PAL1011	12/9/2010	137	B	30	390000000	-999	54.08
PAL1011	12/9/2010	137	B	40	519000000	-999	43.53
PAL1011	12/9/2010	137	B	50	572000000	-999	33.55
PAL1011	12/13/2010	141	E	0	491000000	-999	52.86
PAL1011	12/13/2010	141	E	5	435000000	-999	61.2
PAL1011	12/13/2010	141	E	10	466000000	-999	55.16
PAL1011	12/13/2010	141	E	20	565000000	-999	61.13
PAL1011	12/13/2010	141	E	35	421000000	-999	31.81
PAL1011	12/13/2010	141	E	50	360000000	-999	16.72
PAL1011	12/13/2010	141	E	65	495000000	-999	19.24
PAL1011	12/13/2010	143	B	0	1140000000	-999	49.69
PAL1011	12/13/2010	143	B	5	743000000	-999	56.7
PAL1011	12/13/2010	143	B	10	724000000	-999	59.43
PAL1011	12/13/2010	143	B	20	693000000	-999	41.57
PAL1011	12/13/2010	143	B	30	627000000	-999	39.14
PAL1011	12/13/2010	143	B	40	695000000	-999	36.33
PAL1011	12/13/2010	143	B	50	558000000	-999	28.21
PAL1011	12/17/2010	146	E	0	349000000	-999	11.02
PAL1011	12/17/2010	146	E	5	467000000	-999	28.69
PAL1011	12/17/2010	146	E	10	430000000	-999	31.51
PAL1011	12/17/2010	146	E	20	473000000	-999	35.1
PAL1011	12/17/2010	146	E	35	472000000	-999	25.88
PAL1011	12/17/2010	146	E	50	447000000	-999	16.32
PAL1011	12/17/2010	146	E	65	523000000	-999	19.22
PAL1011	12/17/2010	148	B	0	528000000	-999	30.78
PAL1011	12/17/2010	148	B	5	540000000	-999	16.87
PAL1011	12/17/2010	148	B	10	610000000	-999	39.17
PAL1011	12/17/2010	148	B	20	655000000	-999	15.01
PAL1011	12/17/2010	148	B	30	748000000	-999	42.66
PAL1011	12/17/2010	148	B	40	771000000	-999	37
PAL1011	12/17/2010	148	B	50	787000000	-999	16.98
PAL1011	12/20/2010	150	E	0	234000000	-999	23.25
PAL1011	12/20/2010	150	E	5	215000000	-999	28.68
