clade,organism_name
4045,Burkholderia sp. 2002721687 
4048,Burkholderia thailandensis MSMB121 
4049,Burkholderia pseudomallei 668 
4050,Burkholderia pseudomallei NCTC 13179 
4051,Burkholderia pseudomallei 
4052,Burkholderia mallei ATCC 23344 
4053,Burkholderia mallei 
4055,Burkholderia pseudomallei 
4057,Burkholderia pseudomallei 1106a 
4059,Burkholderia pseudomallei TSV 48 
4060,Burkholderia pseudomallei MSHR840 
4064,Burkholderia pseudomallei K96243 
4066,Burkholderia pseudomallei MSHR305
4072,Burkholderia thailandensis H0587 
4073,Burkholderia thailandensis 34 
4075,Burkholderia ambifaria AMMD 
4076,Burkholderia ambifaria MC40-6 
4077,Burkholderia pyrrocinia 
4078,Burkholderia oklahomensis 
4079,Burkholderia oklahomensis C6786 
4081,Burkholderia gladioli 
4082,Burkholderia gladioli BSR3 
4084,Burkholderia plantarii 
4085,Burkholderia glumae PG1 
4088,Burkholderia glumae BGR1 
4092,Burkholderia contaminans 
4093,Burkholderia cepacia GG4 
4094,Burkholderia cepacia JBK9 
4095,Burkholderia lata 
4100,Burkholderia cenocepacia MC0-3 
4101,Burkholderia cenocepacia J2315
4102,Burkholderia cenocepacia H111 
4104,Burkholderia cenocepacia 
4105,Burkholderia cepacia 
4106,Burkholderia cenocepacia 
4107,Burkholderia multivorans ATCC 17616
4108,Burkholderia multivorans 
4112,Burkholderia cenocepacia 
4113,Burkholderia vietnamiensis LMG 10929 
4114,Burkholderia vietnamiensis G4 
4118,Burkholderia cenocepacia 
4120,Burkholderia cenocepacia 
4124,Burkholderia cepacia 
4127,Burkholderia cenocepacia AU 1054 
4133,Burkholderia thailandensis E264 
4141,Burkholderiales bacterium GJ-E10 
4142,Thiomonas intermedia K12 
4143,Polyangium brachysporum 
4144,Rubrivivax gelatinosus IL144
4145,Leptothrix cholodnii SP-6 
4146,Paucibacter sp. KCTC 42545 
4147,Roseateles depolymerans 
4152,Methylibium petroleiphilum PM1 
4154,Comamonadaceae bacterium A1 
4155,Comamonadaceae bacterium B1 
4157,Ramlibacter tataouinensis 
4158,Ramlibacter tataouinensis TTB310 
4160,Ottowia sp. oral taxon 894 
4162,Verminephrobacter eiseniae EF01-2 
4163,Acidovorax sp. KKS102 
4165,Alicycliphilus denitrificans BC 
4166,Comamonas testosteroni TK102 
4167,@GCF 000093145.3 Comamonas testosteroni CNB-2 
4169,Delftia sp. Cs1-4 
4170,Delftia acidovorans SPH-1 
4173,Acidovorax sp. JS42 
4176,Acidovorax avenae subsp. avenae ATCC 19860 
4177,Acidovorax citrulli AAC00-1 
4181,Variovorax paradoxus EPS 
4182,Variovorax paradoxus S110 
4183,Variovorax paradoxus B4 
4186,Polaromonas sp. JS666 
4187,Polaromonas naphthalenivorans CJ2 
4190,Limnohabitans sp. 103DPR2 
4191,Limnohabitans sp. 63ED37-2 
4193,Candidatus Symbiobacter mobilis CR 
4194,Rhodoferax ferrireducens T118 
4204,Castellaniella defragrans 65Phen 
4205,Alcaligenes faecalis 
4207,Pusillimonas sp. T7-7 
4208,Basilea psittacipulmonis DSM 24701 
4209,Taylorella asinigenitalis MCE3 
4210,Taylorella equigenitalis MCE9 
4213,Advenella mimigardefordensis DPN7 
4214,Advenella kashmirensis WT001 
4219,Candidatus Kinetoplastibacterium crithidii  ex Angomonas deanei ATCC 30255 
4220,Candidatus Kinetoplastibacterium desouzaii TCC079E 
4222,Candidatus Kinetoplastibacterium blastocrithidii  ex Strigomonas culicis 
4223,Candidatus Kinetoplastibacterium galatii TCC219 
4224,Candidatus Kinetoplastibacterium oncopeltii TCC290E 
4228,Bordetella avium 197N
4229,Bordetella trematum 
4230,Bordetella hinzii 
4231,Bordetella pertussis B1917 
4232,Bordetella holmesii F627 
4234,Bordetella bronchiseptica MO149 
4235,Bordetella parapertussis Bpp5 
4241,Achromobacter xylosoxidans 
4242,Achromobacter xylosoxidans A8 
4244,Achromobacter denitrificans 
4246,Achromobacter xylosoxidans 
4248,Achromobacter xylosoxidans C54 
4252,Bordetella petrii 
4259,Thiobacillus denitrificans ATCC 25259 
4263,Dichelobacter nodosus VCS1703A 
4267,Wenzhouxiangella marina 
4269,Legionella hackeliae 
4270,Legionella oakridgensis ATCC 33761   DSM 21215 
4271,Tatlockia micdadei 
4273,Legionella pneumophila str. Lens 
4274,Legionella pneumophila str. Corby 
4275,Legionella pneumophila subsp. pneumophila 
4276,Legionella pneumophila subsp. pneumophila 
4278,Legionella pneumophila subsp. pneumophila str. Philadelphia 1 
4280,Legionella pneumophila subsp. pascullei 
4282,Legionella pneumophila subsp. pneumophila 
4285,Legionella pneumophila str. Paris 
4288,Legionella fallonii LLAP-10 
4289,Legionella longbeachae NSW150 
4294,Marinobacter hydrocarbonoclasticus VT8 
4295,Marinobacter hydrocarbonoclasticus ATCC 49840 
4297,Marinobacter salarius 
4298,Marinobacter similis 
4299,Marinobacter adhaerens HP15 
4300,Marinobacter sp. CP1 
4304,Marinobacter sp. BSs20148 
4305,Marinobacter psychrophilus 
4309,Oblitimonas alkaliphila 
4310,Oblitimonas alkaliphila 
4311,Oblitimonas alkaliphila 
4314,Pseudomonas fluorescens NCIMB 11764 
4315,Pseudomonas brassicacearum subsp. brassicacearum NFM421 
4316,Pseudomonas savastanoi pv. phaseolicola 1448A
4317,Pseudomonas syringae UMAF0158 
4318,Pseudomonas syringae pv. syringae HS191 
4320,Pseudomonas protegens Pf-5 
4321,Pseudomonas syringae pv. syringae B728a 
4322,Pseudomonas syringae pv. syringae B301D 
4327,Pseudomonas cichorii JBC1 
4328,Pseudomonas syringae pv. lapsa 
4329,Pseudomonas syringae CC1557 
4330,Pseudomonas syringae pv. actinidiae ICMP 18884
4331,Pseudomonas syringae pv. tomato str. DC3000 
4335,Pseudomonas sp. St29 
4336,Pseudomonas sp. Os17 
4338,@GCF 000257545.3 Pseudomonas mandelii JR-1 
4343,Pseudomonas fluorescens F113 
4344,Pseudomonas antarctica 
4345,Pseudomonas fluorescens SBW25 
4346,Pseudomonas sp. TKP 
4347,Pseudomonas poae RE*1-1-14 
4348,Pseudomonas trivialis 
4349,Pseudomonas fluorescens 
4355,Pseudomonas sp. L10.10 
4356,Pseudomonas fragi 
4361,Pseudomonas fluorescens 
4364,Pseudomonas fluorescens 
4366,Pseudomonas brassicacearum 
4368,Pseudomonas sp. StFLB209 
4369,Pseudomonas chlororaphis 
4370,Pseudomonas chlororaphis subsp. aurantiaca 
4371,Pseudomonas chlororaphis 
4372,Pseudomonas chlororaphis
4378,Pseudomonas sp. URMO17WK12 I11
4379,Pseudomonas fluorescens 
4380,Pseudomonas fluorescens 
4381,Pseudomonas azotoformans 
4382,Pseudomonas fluorescens A506 
4385,Pseudomonas fluorescens 
4388,Pseudomonas sp. MS586 
4389,Pseudomonas sp. CCOS 191 
4390,Pseudomonas mosselii SJ10 
4391,Pseudomonas putida 
4394,Pseudomonas entomophila L48 
4396,Pseudomonas putida 
4398,Pseudomonas plecoglossicida 
4399,Pseudomonas putida S16 
4400,Pseudomonas stutzeri 
4401,Pseudomonas stutzeri CCUG 29243 
4403,Pseudomonas stutzeri 
4405,Pseudomonas stutzeri ATCC 17588   LMG 11199 
4406,Pseudomonas stutzeri A1501 
4407,Pseudomonas stutzeri 
4410,Pseudomonas stutzeri RCH2 
4411,Pseudomonas stutzeri 
4414,Pseudomonas stutzeri DSM 10701 
4417,Azotobacter chroococcum NCIMB 8003 
4418,Pseudomonas oryzihabitans 
4419,Pseudomonas denitrificans ATCC 13867 
4420,Pseudomonas knackmussii B13 
4421,Pseudomonas citronellolis 
4424,Pseudomonas alcaligenes 
4425,Pseudomonas resinovorans NBRC 106553
4426,Azotobacter vinelandii DJ 
4427,Pseudomonas balearica DSM 6083 
4430,Pseudomonas aeruginosa
4431,Pseudomonas aeruginosa B136-33 
4433,Pseudomonas aeruginosa PAO1 
4435,Pseudomonas aeruginosa AES-1R 
4437,Pseudomonas aeruginosa
4438,Pseudomonas aeruginosa DHS01 
4441,Pseudomonas aeruginosa 
4449,Pseudomonas mendocina ymp 
4450,
4452,Pseudomonas mendocina NK-01 
4454,Pseudomonas pseudoalcaligenes
4455,Pseudomonas pseudoalcaligenes CECT 5344
4459,Pseudomonas fulva 12-X 
4463,Pseudomonas putida 
4465,Pseudomonas sp. FGI182 
4466,Pseudomonas putida KT2440 
4467,Pseudomonas putida F1 
4468,Pseudomonas putida GB-1 
4469,Pseudomonas cremoricolorata 
4470,
4471,Pseudomonas putida W619 
4472,Pseudomonas putida H8234 
4474,Pseudomonas putida NBRC 14164
4477,Pseudomonas alkylphenolia 
4478,Pseudomonas sp. UW4 
4484,Pseudomonas putida B6-2 
4485,Pseudomonas parafulva 
4486,Pseudomonas sp. URMO17WK12 I11
4487,Pseudomonas monteilii 
4490,Pseudomonas putida S12 
4498,Pseudomonas rhizosphaerae 
4500,Pseudomonas koreensis 
4502,Pseudomonas fluorescens Pf0-1 
4505,Pseudomonas chlororaphis 
4513,Hahella chejuensis KCTC 2396 
4514,Pseudohongiella spirulinae 
4516,Acinetobacter sp. TTH0-4 
4517,@GCF 000814165.3 Acinetobacter nosocomialis
4518,Acinetobacter sp. ADP1 
4519,Acinetobacter baumannii 
4520,Acinetobacter baumannii AB0057 
4521,Acinetobacter baumannii 
4524,Acinetobacter baumannii AB307-0294 
4525,Acinetobacter baumannii
4528,Acinetobacter baumannii BJAB0868 
4529,Acinetobacter baumannii ACICU 
4534,Acinetobacter pittii 
4535,Acinetobacter pittii 
4537,Acinetobacter pittii PHEA-2 
4538,Acinetobacter oleivorans DR1 
4542,Acinetobacter equi 
4543,Acinetobacter johnsonii XBB1
4547,Moraxella osloensis 
4548,Moraxella ovis 
4549,Moraxella catarrhalis BBH18 
4551,Psychrobacter sp. PRwf-1 
4552,Psychrobacter alimentarius 
4553,Psychrobacter urativorans 
4554,Psychrobacter cryohalolentis K5 
4555,Psychrobacter arcticus 273-4 
4564,Kangiella koreensis DSM 16069 
4565,Kangiella geojedonensis 
4567,Candidatus Thioglobus autotrophica 
4568,Candidatus Vesicomyosocius okutanii HA
4569,Candidatus Ruthia magnifica str. Cm  Calyptogena magnifica  
4571,Candidatus Thioglobus singularis PS1 
4574,Thiomicrospira crunogena XCL-2 
4575,Thioalkalimicrobium cyclicum ALM1 
4576,Thioalkalimicrobium aerophilum AL3 
4580,Francisella guangzhouensis
4581,Francisella persica ATCC VR-331 
4582,Francisella cf. tularensis subsp. novicida 3523 
4583,Francisella tularensis subsp. tularensis 
4584,Francisella tularensis subsp. novicida U112 
4585,Francisella tularensis subsp. tularensis WY96-3418 
4586,Francisella tularensis subsp. mediasiatica FSC147 
4588,Francisella tularensis subsp. tularensis SCHU S4 
4589,Francisella tularensis subsp. holarctica PHIT-FT049 
4592,Francisella tularensis subsp. holarctica LVS 
4596,Francisella cf. novicida Fx1 
4598,Francisella tularensis subsp. novicida D9876 
4602,Francisella philomiragia subsp. philomiragia ATCC 25017 
4603,Francisella philomiragia 
4604,Francisella philomiragia subsp. philomiragia ATCC 25015 
4605,Francisella philomiragia 
4606,Francisella noatunensis subsp. orientalis str. Toba 04 
4607,Francisella noatunensis subsp. orientalis 
4609,Francisella sp. FSC1006 
4610,Francisella sp. TX077308 
4615,Francisella philomiragia 
4621,Piscirickettsia salmonis 
4622,@GCF 000300295.3 Piscirickettsia salmonis LF-89   ATCC VR-1361 
4627,Agarivorans gilvus 
4628,Lacimicrobium alkaliphilum 
4629,Glaciecola sp. 4H-3-7+YE-5 
4630,Paraglaciecola psychrophila 170 
4631,Pseudoalteromonas atlantica T6c 
4634,Glaciecola nitratireducens FR1064 
4636,Alteromonas sp. SN2 
4637,Alteromonas stellipolaris LMG 21856 
4638,Alteromonas stellipolaris 
4639,Alteromonas addita 
4641,Alteromonas sp. Mac1
4645,Alteromonas macleodii 
4646,Alteromonas macleodii ATCC 27126 
4648,Alteromonas macleodii 
4649,Alteromonas macleodii str.  English Channel 673  
4652,Alteromonas australica 
4653,Alteromonas australica 
4655,Alteromonas mediterranea DE1 
4656,@GCF 000020585.3 Alteromonas mediterranea 
4657,Alteromonas mediterranea U8 
4658,Alteromonas mediterranea U7 
4660,Alteromonas mediterranea MED64 
4661,Alteromonas mediterranea UM4b 
4662,Alteromonas mediterranea UM7 
4674,Colwellia psychrerythraea 34H 
4675,Colwellia sp. MT41 
4678,Shewanella piezotolerans WP3 
4679,Shewanella pealeana ATCC 700345 
4680,Shewanella halifaxensis HAW-EB4 
4683,Shewanella violacea DSS12
4685,Shewanella sediminis HAW-EB3 
4686,Shewanella woodyi ATCC 51908 
4688,Shewanella loihica PV-4 
4691,Shewanella amazonensis SB2B 
4692,Shewanella sp. MR-7 
4693,Shewanella sp. MR-4 
4695,Shewanella putrefaciens 200 
4696,Shewanella oneidensis MR-1 
4697,Shewanella putrefaciens CN-32 
4699,Shewanella sp. W3-18-1 
4702,Shewanella sp. ANA-3 
4705,Shewanella baltica OS195 
4706,Shewanella frigidimarina NCIMB 400 
4707,Shewanella denitrificans OS217 
4709,Shewanella baltica OS155 
4711,Shewanella baltica OS223 
4712,Shewanella baltica BA175 
4714,Shewanella baltica OS678 
4715,Shewanella baltica OS185 
4723,Ferrimonas balearica DSM 9799 
4724,Oceanimonas sp. GK1 
4725,Frischella perrara 
4726,Gilliamella apicola 
4728,Haemophilus parainfluenzae T3T1 
4729,Actinobacillus suis ATCC 33415 
4730,Actinobacillus equuli subsp. equuli 
4732,Actinobacillus pleuropneumoniae serovar 3 str. JL03 
4733,Actinobacillus pleuropneumoniae serovar 5b str. L20 
4736,Bibersteinia trehalosi USDA-ARS-USMARC-192 
4737,Bibersteinia trehalosi USDA-ARS-USMARC-190 
4739,Gallibacterium anatis UMN179 
4740,Haemophilus influenzae KR494 
4741,Haemophilus influenzae CGSHiCZ412602 
4742,Haemophilus influenzae 
4743,Haemophilus influenzae F3047 
4744,Haemophilus influenzae Rd KW20
4745,Haemophilus influenzae R2866 
4749,Haemophilus influenzae 10810 
4751,Haemophilus influenzae PittEE 
4752,Haemophilus influenzae R2846 
4754,Haemophilus influenzae 
4755,Haemophilus influenzae 86-028NP 
4756,Haemophilus influenzae 
4757,Haemophilus influenzae
4761,Haemophilus influenzae F3031 
4766,Haemophilus influenzae 2019 
4770,Haemophilus parasuis 
4771,Haemophilus parasuis SH0165 
4772,Haemophilus parasuis 
4774,Haemophilus parasuis 
4777,Pasteurella multocida subsp. multocida OH4807 
4778,Pasteurella multocida subsp. multocida str. HN06 
4779,Pasteurella multocida subsp. multocida str. Pm70 
4780,
4781,Pasteurella multocida 36950 
4785,Pasteurella multocida OH1905 
4790,Aggregatibacter aphrophilus 
4791,Aggregatibacter aphrophilus NJ8700 
4793,Aggregatibacter actinomycetemcomitans D7S-1 
4794,Aggregatibacter actinomycetemcomitans HK1651 
4795,Aggregatibacter actinomycetemcomitans ANH9381 
4800,Actinobacillus succinogenes 130Z 
4801,Haemophilus somnus 2336 
4802,Haemophilus somnus 129PT 
4806,Mannheimia succiniciproducens MBEL55E 
4809,Mannheimia varigena USDA-ARS-USMARC-1312 
4810,Mannheimia varigena USDA-ARS-USMARC-1296 
4811,Mannheimia varigena USDA-ARS-USMARC-1388 
4814,Mannheimia varigena USDA-ARS-USMARC-1261 
4817,Mannheimia haemolytica USDA-ARS-USMARC-183 
4818,Mannheimia haemolytica D171 
4822,Haemophilus ducreyi 35000HP 
4823,Haemophilus ducreyi 
4824,Haemophilus ducreyi 
4825,Haemophilus ducreyi 
4829,Haemophilus ducreyi 
4830,Haemophilus ducreyi 
4836,Edwardsiella tarda 
4837,Edwardsiella piscicida C07-087 
4838,Edwardsiella sp. EA181011 
4839,Edwardsiella tarda EIB202 
4841,Edwardsiella anguillarum ET080813 
4842,Edwardsiella ictaluri 93-146 
4847,Sodalis glossinidius str.  morsitans  
4848,Sodalis praecaptivus 
4849,Candidatus Sodalis pierantonius str. SOPE 
4852,secondary endosymbiont of Ctenarytaina eucalypti
4853,Candidatus Moranella endobia PCIT 
4854,secondary endosymbiont of Heteropsylla cubana
4855,Candidatus Ishikawaella capsulata Mpkobe
4856,Candidatus Tachikawaea gelatinosa
4858,Buchnera aphidicola BCc 
4859,Buchnera aphidicola  Cinara tujafilina 
4860,Buchnera aphidicola str. Bp  Baizongia pistaciae  
4861,Buchnera aphidicola str. Sg  Schizaphis graminum  
4862,Buchnera aphidicola  Aphis glycines  
4864,Buchnera aphidicola str. Ak  Acyrthosiphon kondoi  
4865,Buchnera aphidicola str. JF98  Acyrthosiphon pisum  
4866,Buchnera aphidicola str. APS  Acyrthosiphon pisum  
4868,Buchnera aphidicola str. JF99  Acyrthosiphon pisum  
4871,Buchnera aphidicola str. Ua  Uroleucon ambrosiae  
4872,Buchnera aphidicola str. USDA  Myzus persicae  
4880,Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans  Yale colony 
4881,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis
4884,Candidatus Baumannia cicadellinicola 
4885,Baumannia cicadellinicola str. Hc  Homalodisca coagulata  
4886,Candidatus Baumannia cicadellinicola 
4889,Blochmannia endosymbiont of Polyrhachis  Hedomyrma  turneri 
4890,Blochmannia endosymbiont of Camponotus  Colobopsis  obliquus 
4891,Candidatus Blochmannia floridanus
4892,Candidatus Blochmannia vafer str. BVAF 
4893,Candidatus Blochmannia chromaiodes str. 640 
4894,Candidatus Blochmannia pennsylvanicus str. BPEN 
4906,Serratia marcescens 
4907,Serratia marcescens SM39
4908,Serratia marcescens 
4910,Serratia sp. SCBI 
4912,Serratia sp. FS14 
4913,Serratia marcescens 
4915,Serratia marcescens subsp. marcescens Db11 
4916,Serratia marcescens WW4 
4921,Serratia fonticola 
4922,Serratia fonticola 
4924,Yersinia enterocolitica 
4925,Yersinia enterocolitica 
4926,Yersinia enterocolitica subsp. palearctica 105.5R r  
4929,Yersinia enterocolitica 
4930,Yersinia frederiksenii Y225 
4931,Yersinia ruckeri 
4932,Yersinia ruckeri 
4934,Yersinia pestis 1413 
4935,Yersinia pestis biovar Microtus str. 91001 
4936,Yersinia pseudotuberculosis IP 32953 
4937,Yersinia pestis KIM10+ 
4938,Yersinia pseudotuberculosis PB1/+ 
4939,Yersinia pestis 8787 
4945,Yersinia pestis 3770 
4947,Yersinia similis 
4950,Yersinia aleksiciae 
4952,Yersinia aldovae 670-83 
4954,Yersinia kristensenii 
4956,Yersinia intermedia 
4959,Yersinia rohdei 
4961,Yersinia enterocolitica  type O 5  str. YE53/03
4962,Yersinia enterocolitica subsp. enterocolitica 8081 
4967,Pragia fontium 
4968,Chania multitudinisentens RB-25 
4970,Rahnella aquatilis HX2 
4974,Obesumbacterium proteus 
4975,Hafnia alvei FB1 
4977,Hafnia alvei 
4979,Hafnia alvei 
4982,Serratia liquefaciens ATCC 27592 
4983,Serratia liquefaciens 
4985,Serratia proteamaculans 568 
4986,Serratia plymuthica S13
4987,Serratia plymuthica 4Rx13 
4988,Serratia plymuthica AS9 
4990,Serratia sp. AS12 
4995,Serratia liquefaciens 
4998,Pectobacterium atrosepticum SCRI1043
4999,Pectobacterium atrosepticum 
5002,Pectobacterium wasabiae WPP163 
5003,Pectobacterium sp. SCC3193 
5006,Pectobacterium carotovorum subsp. carotovorum PCC21 
5008,Raoultella ornithinolytica 
5009,Citrobacter freundii 
5010,Citrobacter freundii 
5011,Pluralibacter gergoviae 
5012,Citrobacter amalonaticus 
5013,Citrobacter amalonaticus Y19 
5014,Citrobacter amalonaticus 
5017,Citrobacter rodentium ICC168 
5019,Salmonella bongori N268-08 
5020,Salmonella bongori NCTC 12419 
5022,Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640 
5023,Salmonella enterica subsp. enterica serovar Typhi 
5024,Salmonella enterica subsp. enterica serovar Typhi str. Ty2 
5026,Salmonella enterica subsp. enterica serovar Typhi str. CT18 
5029,Salmonella enterica subsp. enterica serovar Infantis 
5030,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633 
5031,Salmonella enterica subsp. enterica serovar Newport str. SL254 
5033,Salmonella enterica subsp. enterica serovar Typhimurium str. U288 
5034,Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594 
5036,Salmonella enterica subsp. enterica serovar Heidelberg str. SL476 
5037,Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588 
5038,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189 
5041,Salmonella enterica subsp. enterica serovar Tennessee str. TXSC TXSC08-19 
5042,Salmonella enterica subsp. enterica serovar Typhimurium 
5044,Salmonella enterica subsp. diarizonae 
5046,Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791 
5047,Salmonella enterica subsp. enterica serovar Heidelberg str. B182 
5049,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150 
5050,Salmonella enterica subsp. arizonae serovar 62 z4 z23 -
5051,Salmonella enterica subsp. arizonae serovar 62 z36 - str. RKS2983 
5055,Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20 
5057,Salmonella enterica subsp. enterica serovar Choleraesuis 
5058,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 
5062,Salmonella enterica subsp. enterica serovar Abony str. 0014 
5063,Salmonella enterica subsp. enterica serovar Typhimurium 
5065,Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 
5069,Salmonella enterica subsp. enterica serovar Anatum 
5070,Salmonella enterica subsp. enterica serovar Anatum 
5073,Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592 
5074,Salmonella enterica subsp. enterica serovar Senftenberg 
5075,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 
5076,Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916 
5077,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 
5078,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 
5079,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702 
5081,Salmonella enterica subsp. enterica serovar Typhimurium str. D23580 
5084,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. RKS5078 
5087,Salmonella enterica subsp. enterica serovar Enteritidis str. 77-1427 
5091,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921
5092,Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378 
5093,Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903 
5094,Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1921 
5097,Salmonella enterica subsp. enterica serovar Thompson str. RM6836 
5099,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059 
5106,Salmonella enterica subsp. enterica serovar Thompson 
5107,Salmonella enterica subsp. enterica serovar Typhimurium 
5114,Enterobacteriaceae bacterium 
5115,Citrobacter koseri ATCC BAA-895 
5119,Cronobacter condimenti 1330 
5120,Cronobacter sakazakii CMCC 45402 
5121,Cronobacter sakazakii 
5122,Cronobacter sakazakii ATCC BAA-894 
5124,Cronobacter sakazakii SP291 
5125,Cronobacter sakazakii ES15 
5127,Cronobacter turicensis z3032
5128,Pantoea sp. PSNIH2 
5129,Cronobacter muytjensii ATCC 51329 
5131,Cronobacter universalis NCTC 9529 
5134,Cronobacter dublinensis subsp. dublinensis LMG 23823 
5140,Shimwellia blattae DSM 4481   NBRC 105725 
5142,Escherichia coli 
5143,Shigella sonnei 53G 
5144,Escherichia coli O103 H2 str. 12009
5146,Escherichia coli UMNK88 
5149,Escherichia coli PCN033 
5150,Escherichia coli P12b 
5151,Escherichia coli O157 H16 
5154,Escherichia coli IAI39 
5157,Escherichia coli O55 H7 str. RM12579 
5158,Escherichia coli O157 H7 
5159,Escherichia coli O157 H7 str. SS52 
5162,Escherichia coli APEC O78 
5165,Shigella flexneri 2003036 
5166,Shigella sonnei 
5167,Shigella flexneri 2002017 
5168,Escherichia coli str. K-12 substr. MG1655 
5169,Escherichia coli BL21 DE3  
5171,@GCF 000285655.3 Escherichia coli O25b H4-ST131
5172,Escherichia coli JJ1886 
5176,Shigella flexneri 5 str. 8401 
5177,Shigella flexneri 2a str. 301 
5178,Shigella flexneri G1663 
5179,Shigella flexneri
5183,Shigella boydii CDC 3083-94 
5184,Shigella boydii 
5185,Shigella boydii Sb227 
5188,Escherichia coli 55989 
5190,Escherichia coli O104 H4 str. 2011C-3493 
5192,Escherichia coli 
5193,Escherichia coli 
5194,Escherichia albertii 
5195,Escherichia albertii KF1 
5197,Escherichia coli HS 
5200,Escherichia coli ATCC 8739 
5201,Escherichia coli O139 H28 str. E24377A 
5203,Escherichia coli KO11FL 
5206,Escherichia coli 
5207,Escherichia coli SE11
5209,Escherichia coli
5214,Escherichia coli DH1 
5218,Escherichia coli 
5221,Shigella flexneri 1a 
5224,Shigella flexneri 4c 
5225,Escherichia coli 
5227,Escherichia coli ETEC H10407 
5230,Escherichia coli UTI89 
5231,Escherichia coli 
5233,Escherichia fergusonii ATCC 35469 
5234,Escherichia coli IHE3034 
5235,Escherichia coli ATCC 25922 
5236,Escherichia coli CFT073 
5238,Escherichia coli str.  clone D i2  
5240,Escherichia coli Nissle 1917 
5241,Escherichia coli 536 
5247,Escherichia coli APEC IMT5155 
5250,Escherichia coli O157 H7 str. Sakai 
5251,Escherichia coli O55 H7 str. CB9615 
5253,Escherichia coli O111 H- str. 11128
5254,Escherichia coli SMS-3-5 
5257,Escherichia coli O157 H7 str. EC4115 
5258,Escherichia coli O157 H7 str. SS17 
5259,Escherichia coli O157 H7
5261,Escherichia coli K-12 
5265,Escherichia coli 042 
5266,Escherichia coli ECC-1470 
5270,Escherichia coli O127 H6 str. E2348/69
5271,Escherichia coli O83 H1 str. NRG 857C 
5272,Escherichia coli 
5273,Escherichia coli APEC O1 
5277,Escherichia coli SE15
5279,Escherichia coli ABU 83972 
5282,Shigella dysenteriae Sd197 
5283,Escherichia coli W 
5285,Escherichia coli 
5287,Escherichia coli 
5288,Escherichia coli 
5296,Enterobacter cloacae 
5297,Enterobacter cloacae 
5299,Enterobacter cloacae ECNIH2 
5300,Enterobacter asburiae 
5301,Enterobacter asburiae 
5304,@GCF 000814125.3 Enterobacter cloacae 
5308,Kluyvera intermedia 
5309,Plautia stali symbiont
5310,Candidatus Pantoea carbekii 
5311,Candidatus Pantoea carbekii
5314,Pantoea sp. PSNIH1 
5316,Pantoea sp. At-9b 
5320,Citrobacter sp. FDAARGOS 156 
5324,Citrobacter freundii CFNIH1 
5325,Erwinia tasmaniensis Et1/99 
5326,Erwinia sp. Ejp617 
5327,Erwinia amylovora ATCC 49946 
5328,Erwinia pyrifoliae Ep1/96 
5332,Erwinia billingiae Eb661 
5334,Pantoea rwandensis 
5336,Cedecea neteri 
5338,Pantoea ananatis AJ13355
5339,Pantoea ananatis LMG 20103 
5340,Pantoea ananatis LMG 5342 
5342,Pantoea ananatis PA13 
5343,Pantoea agglomerans 
5346,Pantoea vagans C9-1 
5348,Pantoea ananatis 
5352,Klebsiella oxytoca KCTC 1686 
5353,Klebsiella oxytoca 
5354,Enterobacter sp. R4-368 
5355,Kosakonia sacchari SP1 
5357,Enterobacter lignolyticus SCF1 
5358,Klebsiella sp. G5
5361,Klebsiella pneumoniae subsp. pneumoniae 
5362,Klebsiella pneumoniae 
5364,@GCF 001456055.3 Klebsiella pneumoniae 
5365,Klebsiella pneumoniae KCTC 2242 
5366,Klebsiella variicola 
5367,Klebsiella pneumoniae 
5368,Klebsiella variicola 
5369,Klebsiella pneumoniae subsp. pneumoniae 
5371,Klebsiella pneumoniae subsp. pneumoniae 
5372,@GCF 000364385.3 Klebsiella pneumoniae
5373,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 
5374,Klebsiella pneumoniae subsp. pneumoniae Kp13 
5375,Klebsiella pneumoniae 
